996,RTC/MC/FXD,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
997,RTC/MC/FXD,SANTA CRUZ,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
998,RTC/MC/FXD,SAMPALOC,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)"
999,RTC/MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1000,RTC/MC/FXD,CITY OF LAS PIÑAS,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1001,MC/FXD,MALAY,AKLAN
1002,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
NO.,ACTIVITY,CITYMUN,PROVINCE
1003,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1004,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1005,RTC/MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1006,MC/FXD,CITY OF CALOOCAN,"NCR, THIRD DISTRICT (NOT A
PROVINCE)"
1007,MC/FXD,CITY OF CALOOCAN,"NCR, THIRD DISTRICT (NOT A
PROVINCE)"
1008,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1009,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1010,RTC,CITY OF MANDAUE,CEBU
1011,RTC,CITY OF DAVAO,DAVAO DEL SUR
1012,RTC,CITY OF BUTUAN (CAPITAL),AGUSAN DEL NORTE
1013,MC/FXD,"CITY OF SAN FERNANDO
(CAPITAL)",PAMPANGA
1014,RTC/MC/FXD,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1015,MC/FXD,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA
1016,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1017,MC/FXD,CAINTA,RIZAL
1018,MC/FXD,CITY OF CALAMBA,LAGUNA
1019,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1020,MC/FXD,CITY OF IMUS,CAVITE
1021,MC/FXD,CITY OF IMUS,CAVITE
1022,MC/FXD,CITY OF DASMARIÑAS,CAVITE
1023,MC/FXD,CITY OF TAGAYTAY,CAVITE
1024,MC/FXD,CITY OF IMUS,CAVITE
1025,RTC/MC/FXD,MARIVELES,BATAAN
1026,MC/FXD,"CITY OF TAGBILARAN
(CAPITAL)",BOHOL
1027,MC/FXD,CITY OF ILOILO (CAPITAL),ILOILO
1028,MC/FXD,CITY OF ILOILO (CAPITAL),ILOILO
1029,MC/FXD,CITY OF CEBU (CAPITAL),CEBU
1030,MC/FXD,PUERTO GALERA,ORIENTAL MINDORO
1031,MC/FXD,CITY OF IRIGA,CAMARINES SUR
1032,MC/FXD,CITY OF SAN JUAN,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
1033,MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
1034,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1035,MC/FXD,BATANGAS CITY (CAPITAL),BATANGAS
NO.,ACTIVITY,CITYMUN,PROVINCE
1036,MC/FXD,CITY OF CEBU (CAPITAL),CEBU
1037,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1038,MC/FXD,"CITY OF PUERTO PRINCESA
(CAPITAL)",PALAWAN
1039,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1040,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1041,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1042,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1043,MC/FXD,KALIBO (CAPITAL),AKLAN
1044,MC/FXD,"CITY OF SAN JOSE DEL
MONTE",BULACAN
1045,MC/FXD,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1046,MC/FXD,CITY OF ANGELES,PAMPANGA
1047,MC/FXD,CITY OF GENERAL SANTOS,SOUTH COTABATO
1048,MC/FXD,CITY OF ANGELES,PAMPANGA
1049,MC/FXD,CITY OF CEBU (CAPITAL),CEBU
1050,MC/FXD,CITY OF MANDAUE,CEBU
1051,MC/FXD,CITY OF CEBU (CAPITAL),CEBU
1052,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1053,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1054,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1055,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1056,MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
1057,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1058,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1059,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1060,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1061,MC/FXD,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1062,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1063,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1064,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1065,MC/FXD,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
NO.,ACTIVITY,CITYMUN,PROVINCE
1066,MC/FXD,CITY OF ILAGAN (CAPITAL),ISABELA
1067,MC/FXD,CITY OF BAGUIO,BENGUET
1068,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1069,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1070,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1071,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1072,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1073,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1074,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1075,MC/FXD,SAMPALOC,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1076,MC/FXD,TONDO I/II,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1077,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1078,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1079,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1080,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1081,MC/FXD,BINONDO,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1082,RTC,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1083,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1084,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1085,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1086,RTC/MC/FXD,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1087,RTC/MC/FXD,BACARRA,ILOCOS NORTE
1088,RTC/MC/FXD,CITY OF BATAC,ILOCOS NORTE
1089,RTC/MC/FXD,PAOAY,ILOCOS NORTE
1090,MC/FXD,CITY OF MARIKINA,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1091,MC/FXD,"CITY OF SAN FERNANDO
(CAPITAL)",LA UNION
1092,MC/FXD,CITY OF CALAMBA,LAGUNA
1093,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1094,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1095,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1096,MC/FXD,TANZA,CAVITE
1097,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1098,MC/FXD,CITY OF DAGUPAN,PANGASINAN
1099,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1100,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1101,MC/FXD,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1102,MC/FXD,CITY OF LAOAG (CAPITAL),ILOCOS NORTE
1103,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1104,RTC/MC/FXD,CITY OF BALANGA (CAPITAL),BATAAN
NO.,ACTIVITY,CITYMUN,PROVINCE
1105,RTC/MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1106,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1107,MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1108,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1109,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1110,MC/FXD,CITY OF LAPU-LAPU,CEBU
1111,MC/FXD,ERMITA,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)"
1112,RTC/MC/FXD,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1113,MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
1114,MC/FXD,CITY OF CALAMBA,LAGUNA
1115,MC/FXD,CITY OF ANGELES,PAMPANGA
1116,MC/FXD,BATANGAS CITY (CAPITAL),BATANGAS
1117,MC/FXD,BATANGAS CITY (CAPITAL),BATANGAS
1118,MC/FXD,MACABEBE,PAMPANGA
1119,MC/FXD,CITY OF ZAMBOANGA,ZAMBOANGA DEL SUR
1120,MC/FXD,SANTA CRUZ (CAPITAL),LAGUNA
1121,MC/FXD,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA
1122,MC/FXD,CITY OF ANGELES,PAMPANGA
1123,MC/FXD,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1124,MC/FXD,CITY OF DAVAO,DAVAO DEL SUR
1125,MC/FXD,CITY OF ANTIPOLO (CAPITAL),RIZAL
1126,MC/FXD,APALIT,PAMPANGA
1127,MC/FXD,CITY OF DASMARIÑAS,CAVITE
1128,MC/FXD,CITY OF TAGAYTAY,CAVITE
1129,MC/FXD,SILANG,CAVITE
1130,MC/FXD,CITY OF TAGAYTAY,CAVITE
1131,MC/FXD,CITY OF DASMARIÑAS,CAVITE
1132,RTC/MC/FXD,CITY OF ANGELES,PAMPANGA
1133,RTC/MC/FXD,MABALACAT CITY,PAMPANGA
1134,RTC/MC/FXD,CITY OF ANGELES,PAMPANGA
1135,MC/FXD,NAGUILIAN,LA UNION
1136,MC/FXD,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1137,MC/FXD,CITY OF MALOLOS (CAPITAL),BULACAN
1138,MC/FXD,CITY OF CALAPAN (CAPITAL),ORIENTAL MINDORO
1139,MC/FXD,CITY OF SAN FERNANDO (CAPITAL),PAMPANGA
1140,MC/FXD,CITY OF LIPA,BATANGAS
1141,MC/FXD,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1142,RTC/MC/FXD,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
NO.,ACTIVITY,CITYMUN,PROVINCE
1143,RTC/MC/FXD,CITY OF SANTA ROSA,LAGUNA
1144,MC/FXD,"CITY OF SAN FERNANDO
(CAPITAL)",LA UNION
1145,MC/FXD,SANTA MARIA,BULACAN
1146,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1147,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1148,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1149,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1150,RTC,SAMPALOC,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1151,RTC,CITY OF BACOOR,CAVITE
1152,RTC,CITY OF MUNTINLUPA,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1153,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1154,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1155,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1156,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1157,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1158,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1159,RTC,CITY OF MUNTINLUPA,"NCR, FOURTH DISTRICT (NOT A PROVINCE)"
1160,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1161,RTC,ANGONO,RIZAL
1162,RTC,CITY OF ANTIPOLO (CAPITAL),RIZAL
1163,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
1164,RTC,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1165,RTC,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1166,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1167,RTC,CITY OF CALOOCAN,"NCR, THIRD DISTRICT (NOT A
PROVINCE)"
1168,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1169,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1170,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1171,RTC,BINONDO,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1172,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1173,RTC,SAMPALOC,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1174,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1175,RTC,BINONDO,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1176,RTC,SOCORRO,ORIENTAL MINDORO
1177,RTC,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1178,RTC,CITY OF SAN JUAN,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1179,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1180,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1181,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1182,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
NO.,ACTIVITY,CITYMUN,PROVINCE
1183,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1184,RTC,CITY OF MALABON,"NCR, THIRD DISTRICT (NOT A
PROVINCE)"
1185,RTC,CITY OF MARIKINA,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1186,RTC,MARILAO,BULACAN
1187,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
1188,RTC,CITY OF LAS PIÑAS,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1189,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1190,RTC,ERMITA,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1191,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A PROVINCE)"
1192,RTC,QUIAPO,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1193,RTC,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1194,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1195,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1196,RTC,CITY OF PASIG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1197,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1198,RTC,CITY OF SAN PEDRO,LAGUNA
1199,RTC,PASAY CITY,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1200,RTC,CITY OF MUNTINLUPA,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1201,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1202,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1203,RTC,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1204,RTC,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1205,RTC,QUEZON CITY,"NCR, SECOND DISTRICT (NOT A
PROVINCE)"
1206,RTC,CITY OF VALENZUELA,"NCR, THIRD DISTRICT (NOT A
PROVINCE)"
1207,RTC,MALATE,"NCR, CITY OF MANILA, FIRST
DISTRICT (NOT A PROVINCE)"
1208,RTC,CITY OF MAKATI,"NCR, FOURTH DISTRICT (NOT A
PROVINCE)"
1209,RTC,CITY OF ANTIPOLO (CAPITAL),RIZAL
1210,RTC,AGOO,LA UNION
1211,RTC,CITY OF ALAMINOS,PANGASINAN
1212,RTC,CITY OF ANGELES,PAMPANGA
1213,RTC,APARRI,CAGAYAN
1214,RTC,CITY OF BAGUIO,BENGUET
1215,RTC,CITY OF BALANGA (CAPITAL),BATAAN
1216,RTC,BALIUAG,BULACAN
1217,RTC,BAMBANG,NUEVA VIZCAYA
1218,RTC,BANGUED (CAPITAL),ABRA
1219,RTC,BATANGAS CITY (CAPITAL),BATANGAS
1220,RTC,BAUANG,LA UNION
1221,RTC,BAYOMBONG (CAPITAL),NUEVA VIZCAYA
1222,RTC,BOAC (CAPITAL),MARINDUQUE
1223,RTC,BONTOC (CAPITAL),MOUNTAIN PROVINCE
1224,RTC,BULAN,SORSOGON
1225,RTC,CITY OF CABANATUAN,NUEVA ECIJA
1226,RTC,CITY OF CABANATUAN,NUEVA ECIJA
NO.,ACTIVITY,CITYMUN,PROVINCE
1227,RTC,CABARROGUIS (CAPITAL),QUIRINO
1228,RTC,CITY OF CALAMBA,LAGUNA
1229,RTC,CITY OF CALAPAN (CAPITAL),ORIENTAL MINDORO
1230,RTC,CAMILING,TARLAC
1231,RTC,CANDELARIA,QUEZON
1232,RTC,CITY OF CANDON,ILOCOS SUR
1233,RTC,TUGUEGARAO CITY (CAPITAL),CAGAYAN
1234,RTC,CITY OF CAUAYAN,ISABELA
1235,RTC,CITY OF CAVITE,CAVITE
1236,RTC,CITY OF ILAGAN (CAPITAL),ISABELA
1237,RTC,DAET (CAPITAL),CAMARINES NORTE
1238,RTC,CITY OF DAGUPAN,PANGASINAN
1239,RTC,DARAGA,ALBAY
1240,RTC,CITY OF DASMARIÑAS,CAVITE
1241,RTC,CITY OF GAPAN,NUEVA ECIJA
1242,RTC,GOA,CAMARINES SUR
1243,RTC,LOS BAÑOS,LAGUNA
1244,RTC,GUMACA,QUEZON
1245,RTC,IBA (CAPITAL),ZAMBALES
1246,RTC,CITY OF ILAGAN (CAPITAL),ISABELA
1247,RTC,CITY OF IMUS,CAVITE
1248,RTC,CITY OF IRIGA,CAMARINES SUR
1249,RTC,LA TRINIDAD (CAPITAL),BENGUET
1250,RTC,LAGAWE (CAPITAL),IFUGAO
1251,RTC,CITY OF LAOAG (CAPITAL),ILOCOS NORTE
1252,RTC,CITY OF LEGAZPI (CAPITAL),ALBAY
1253,RTC,LEMERY,BATANGAS
1254,RTC,LIBMANAN,CAMARINES SUR
1255,RTC,CITY OF LIGAO,ALBAY
1256,RTC,CITY OF LIPA,BATANGAS
1257,RTC,LOS BAÑOS,LAGUNA
1258,RTC,LUCBAN,QUEZON
1259,RTC,CITY OF LUCENA (CAPITAL),QUEZON
1260,RTC,CITY OF MALOLOS (CAPITAL),BULACAN
1261,RTC,MAMBURAO (CAPITAL),OCCIDENTAL MINDORO
1262,RTC,CITY OF MASBATE (CAPITAL),MASBATE
1263,RTC,NABUA,CAMARINES SUR
1264,RTC,CITY OF NAGA,CAMARINES SUR
1265,RTC,CITY OF OLONGAPO,ZAMBALES
1266,RTC,PANIQUI,TARLAC
1267,RTC,PILI (CAPITAL),CAMARINES SUR
1268,RTC,CITY OF BAGUIO,BENGUET
1269,RTC,POLANGUI,ALBAY
1270,RTC,CITY OF LUCENA (CAPITAL),QUEZON
1271,RTC,ROXAS,ISABELA
1272,RTC,SABLAYAN,OCCIDENTAL MINDORO
1273,RTC,CITY OF SAN CARLOS,PANGASINAN
1274,RTC,"CITY OF SAN FERNANDO
(CAPITAL)",LA UNION
NO.,ACTIVITY,CITYMUN,PROVINCE
1275,RTC,"CITY OF SAN FERNANDO
(CAPITAL)",PAMPANGA
1276,RTC,SAN JOSE,OCCIDENTAL MINDORO
1277,RTC,SAN JOSE CITY,NUEVA ECIJA
1278,RTC,CITY OF TARLAC (CAPITAL),TARLAC
1279,RTC,CITY OF SAN PABLO,LAGUNA
1280,RTC,SANCHEZ-MIRA,CAGAYAN
1281,RTC,CITY OF SANTIAGO,ISABELA
1282,RTC,SOLANO,NUEVA VIZCAYA
1283,RTC,BARCELONA,SORSOGON
1284,RTC,SANTA CRUZ (CAPITAL),LAGUNA
1285,RTC,CITY OF SANTA ROSA,LAGUNA
1286,RTC,CITY OF TABACO,ALBAY
1287,RTC,CITY OF TABUK (CAPITAL),KALINGA
1288,RTC,CITY OF TANAUAN,BATANGAS
1289,RTC,CITY OF TARLAC (CAPITAL),TARLAC
1290,RTC,"CITY OF TRECE MARTIRES
(CAPITAL)",CAVITE
1291,RTC,TUGUEGARAO CITY (CAPITAL),CAGAYAN
1292,RTC,CITY OF URDANETA,PANGASINAN
1293,RTC,CITY OF VIGAN (CAPITAL),ILOCOS SUR
1294,RTC,VIRAC (CAPITAL),CATANDUANES
1295,RTC,CITY OF CEBU (CAPITAL),CEBU
1296,RTC,CITY OF BAIS,NEGROS ORIENTAL
1297,RTC,CITY OF BAYAWAN,NEGROS ORIENTAL
1298,RTC,BINALBAGAN,NEGROS OCCIDENTAL
1299,RTC,CITY OF BOGO,CEBU
1300,RTC,CITY OF ILOILO (CAPITAL),ILOILO
1301,RTC,MALAY,AKLAN
1302,RTC,"CITY OF BORONGAN
(CAPITAL)",EASTERN SAMAR
1303,RTC,CITY OF CADIZ,NEGROS OCCIDENTAL
1304,RTC,CALBIGA,WESTERN SAMAR
1305,RTC,CITY OF CARCAR,CEBU
1306,RTC,CATARMAN (CAPITAL),NORTHERN SAMAR
1307,RTC,"CITY OF CATBALOGAN
(CAPITAL)",WESTERN SAMAR
1308,RTC,CITY OF CEBU (CAPITAL),CEBU
1309,RTC,CITY OF CEBU (CAPITAL),CEBU
1310,RTC,CITY OF CEBU (CAPITAL),CEBU
1311,RTC,DANAO CITY,CEBU
1312,RTC,"CITY OF DUMAGUETE
(CAPITAL)",NEGROS ORIENTAL
1313,RTC,CITY OF BACOLOD (CAPITAL),NEGROS OCCIDENTAL
1314,RTC,CITY OF CEBU (CAPITAL),CEBU
1315,RTC,HILONGOS,LEYTE
1316,RTC,HINIGARAN,NEGROS OCCIDENTAL
1317,RTC,CITY OF ILOILO (CAPITAL),ILOILO
1318,RTC,CITY OF ILOILO (CAPITAL),ILOILO
1319,RTC,CITY OF KABANKALAN,NEGROS OCCIDENTAL
1320,RTC,KALIBO (CAPITAL),AKLAN
1321,RTC,CITY OF LAPU-LAPU,CEBU
1322,RTC,CITY OF MAASIN (CAPITAL),SOUTHERN LEYTE
1323,RTC,CITY OF MANDAUE,CEBU
1324,RTC,MIAGAO,ILOILO
1325,RTC,NAVAL (CAPITAL),BILIRAN
1326,RTC,ORMOC CITY,LEYTE
1327,RTC,"CITY OF PUERTO PRINCESA
(CAPITAL)",PALAWAN
1328,RTC,CITY OF CEBU (CAPITAL),CEBU
1329,RTC,CITY OF BACOLOD (CAPITAL),NEGROS OCCIDENTAL
1330,RTC,CITY OF ROXAS (CAPITAL),CAPIZ
NO.,ACTIVITY,CITYMUN,PROVINCE
1331,RTC,CITY OF SAGAY,NEGROS OCCIDENTAL
1332,RTC,CITY OF SAN CARLOS,NEGROS OCCIDENTAL
1333,RTC,SAN JOSE (CAPITAL),ANTIQUE
1334,RTC,SIGMA,CAPIZ
1335,RTC,CITY OF SILAY,NEGROS OCCIDENTAL
1336,RTC,LARENA,SIQUIJOR
1337,RTC,SOGOD,SOUTHERN LEYTE
1338,RTC,SANTA BARBARA,ILOILO
1339,RTC,CITY OF MANDAUE,CEBU
1340,RTC,CITY OF TALISAY,CEBU
1341,RTC,CITY OF TACLOBAN (CAPITAL),LEYTE
1342,RTC,CITY OF TAGBILARAN (CAPITAL),BOHOL
1343,RTC,TALIBON,BOHOL
1344,RTC,CITY OF TALISAY,NEGROS OCCIDENTAL
1345,RTC,CITY OF TOLEDO,CEBU
1346,RTC,CITY OF OZAMIZ,MISAMIS OCCIDENTAL
1347,RTC,CITY OF GENERAL SANTOS,SOUTH COTABATO
1348,RTC,BANSALAN,DAVAO DEL SUR
1349,RTC,CITY OF BAYUGAN,AGUSAN DEL SUR
1350,RTC,BONGAO (CAPITAL),TAWI-TAWI
1351,RTC,CITY OF BUTUAN (CAPITAL),AGUSAN DEL NORTE
1352,RTC,BUUG,ZAMBOANGA SIBUGAY
1353,RTC,CITY OF CABADBARAN,AGUSAN DEL NORTE
1354,RTC,"CITY OF CAGAYAN DE ORO
(CAPITAL)",MISAMIS ORIENTAL
1355,RTC,MAMBAJAO (CAPITAL),CAMIGUIN
1356,RTC,CITY OF DAVAO,DAVAO DEL SUR
1357,RTC,"CITY OF CAGAYAN DE ORO
(CAPITAL)",MISAMIS ORIENTAL
1358,RTC,CITY OF COTABATO,"CITY OF COTABATO (NOT A
PROVINCE)"
1359,RTC,CITY OF DAVAO,DAVAO DEL SUR
1360,RTC,CITY OF DIGOS (CAPITAL),DAVAO DEL SUR
1361,RTC,CITY OF DIPOLOG (CAPITAL),ZAMBOANGA DEL NORTE
